user53,M18,U1a,3,There is a new element called thorium that can replace Uranium. Experts say it is safer and cheaper.,2
user54,M18,U1a,3,There is a new element called thorium that can replace Uranium. Experts say it is safer and cheaper.,3
user55,M19,U1a,3,there is new research being done on thorium that could replace uranium in a nuclear world. it could allow for great nuclear activity.,1
user56,M19,U1a,3,"there is new research being done on thorium, which could replace uranium in a nuclear world. it could help create great nuclear activity",2
user57,M19,U1a,3,"new research is being done on thorium, which could functionally replace uranium in the nuclear world. it could generate greate nuclear activity.",3
user58,L20,U1a,3,"Research is being done on thorium, an element that could replace uranium in the radiation world. Fission causes the neutrons of an element to escape. Dr. Johnson, an expert in thorium, supports the use of thorium because it is a safer alternative than uranium. Dr. Williams, who is not an expert in thorium, also supports the use of uranium as a cheaper alternative to uranium. ",1
user60,L20,U1a,3,"Thorium is an element that could replace uranium in the radiatino field. Dr. Johnston, an expert in the field, supports thorium because it is safer. Dr. Harris, a non expert, thinks uranium should be used because it is cheaper",3
user59,L20,U1a,3,"research is being done on thorium, an element that could replace uranium in the radiation world. Dr. Johnston, an expert in the field, thinks that thorium is a safer alternative but Dr. Williams, a non-expert, thinks that uranium should be used because it is cheaper. ",2
user52,M18,U3a,5,Bioremediation is a new method to clean up contaminated soil and water. It uses microbes in the ground so it is harmless and faster than other existing methods,1
user53,M18,U3a,5,Bioremediate is a new way to clean contaminated and polluted soil. It contains microbes that effectively clean the soil faster than your average microbes.,2
user54,M18,U3a,5,Bioremediate is a compound that contains microbes that clean the soil. The microbes used are more effective than your average microbes.,3
user55,M19,U3a,5,bioremediation can be used to clean up contamination or waste. it can help to eliminate waste.,1
user56,M19,U3a,5,bioremediation can help to clean up and reduce waste. it can help to eliminate waste,2
user57,M19,U3a,5,bioremediation can help to clean up and reduce waste. it can help to eliminate waste.,3
user58,L20,U3a,5,Bioremediation is a process to clean up organisms from the soil. Dr. Harris is in support of bioremediation in plant health. Dr. Anderson also supports the use of bioremediation as it allows the soil health to remain strong through the process.,1
user59,L20,U3a,5,Bioremediation is a process that cleans up organisms from the soil. Dr. Harris supports this process and so does Dr. Anderson who thinks that it is good for the soil.,2
user60,L20,U3a,5,Bioremediation is a process that cleans up organisms from the soil. both Dr. Harris and Dr. Anderson support this process because it's good for the soil,3
user10,L4,U3a,5,"Bioremediation is a process that can clean up soil using organisms. There are two doctors that each support using this technique. One doctor, a biologist supports this idea because it is an effective way to clean soil. Another doctor, a chemist supports this idea because it will be cheap to do.",1
user11,L4,U3a,5,"Bioremediation is a process that uses organism to clean soil. Two doctors support it. One, a bioligist, supports it for its effectiveness in cleaning soil. The other, a chemist, supports it for its low cost.",2
user12,L4,U3a,5,"Bioremdiation is a process that uses organisms to clean soil. Two doctors support this. One, a biologist, supports this because it is effective, and the other, a chemist, supports it because it is low cost.",3
user49,M17,F1b,3,"Genetically modified organisms (GMOs) are crops that have been modified by means other than natural mating and/or recombination.  Dr. Lewis, a crop ecologist, believes that GMOs are the solution to the world's food shortage.  Dr. H, a virologist and non-expert, believes that the genetic modifications could hurt natural organisms and lower biodiversity in the regions where crops are planted.",1
user50,M17,F1b,3,"A type of corn is being developed. Its genes are modified and are different from mixing two kinds of crops. An expert in the field believes that this technology will help reduce world hunger problem. An non-expert also believes it is good for a different reason (I can't recall). 
",2
user51,M17,F1b,3,"A new type of corn is being developed. It was created by the splicing of two crops, which modified the DNA. An expert in the agriculture field believes that this new hybrid corn could be a solution to world hunger. A nonexpert, for a reason forgotten by the author) agrees as well.",3
user52,L18,F1b,3,GMO's are plants or animals (genetically modified organisms) that are mated with genes it is not normally mated with.  This is a great opportunity to feed the growing population but some are against the use of GMO's because they could decrease diversity of the ecosystem.,1
user53,L18,F1b,3,"GMOs are plants and animals  (genetically modified organisms) that mate and attach to organisms to create an abundance of crops.
Many people are against this practice because they believe consuming foods with GMOs causes health problems. ",2
user54,L18,F1b,3,GMOs are plants and animals (genetically modified organisms) that attach to organisms to produce more crops.  Many people are against this because they believe it causes health problems.,3
user55,L19,F1b,3,"Genetically Modified Organisms are orgenaisims that are genetically altered. They may come from bacteria or disease. Dr. Lewis says that GMOs can help us to produce more diverse and more abundant organisms.
Dr. Hall says that GMOs can decrease diversity. ",1
user56,L19,F1b,3,Genetically Modified Organisims are organaisms that are genetically altered. Dr. Lewis says that GMOs can produce more diverse and more abundant organisms. Dr. someone says that they can reduce diversity.,2
user57,L19,F1b,3,Genetically modified organisms are organisms that are genetically altered. Dr. Lewis says that they can increase abundance and diversity. Dr. Someone says they can reduce diversity. ,3
user58,M20,F1b,3,"GMOS are genetically modified organisms that are developed beyond natural means of reproduction. This can occur in plant, bacteria, or virus. Dr. Lewis supports GM research. Dr.Hall is against GM research as it may influence the natural occuring biodiversity. ",1
user59,M20,F1b,3,"GMOs are geneticslly modified organisms that occur outside of regular reporduction. it csn happen in any plant, bacteria or virus. Dr. Lewis supports GMO use while Dr. Hall says it can hurt biodiversity and is against GMOs",2
user60,M20,F1b,3,gmos are modifications that can occur in any plant or animal. dr. lewis is for gmos but dr. hall is against it because of health concerns,3
user49,M17,F2b,4,"A stem cell is a type of cell that can divide and make infinite copies of itself.  These cells can go on to form parts of the heart, muscle, and other tissues/organs.  Dr. King, a geneticist, advocates for using stem cell research, as it may help scientists understand why some cells divide abnormally in diseases such as cancer.  Dr. Harris, a chemist and non-expert in the field, believes that misuse of stem cells could actually lead to cancer.",1
user50,M17,F2b,4,Researchers have been studying a certain type of cell that can copy itself very rapidly and enormously. A researcher thinks that the study may help answer the development of cancer. A non-expert believes that misuse of those cells actually is the cause of cancer. ,2
user51,M17,F2b,4,"Research has been underway regarding a cell that can copy itself rapidly and enormously. a researcher from the study believes that research on this cell can hold the answer to what causes cancer. A nonexpert thinks that the cell, when used by the wrong people, may actually cause cancer.",3
user52,L18,F2b,4,Stem cell research uses cells that can become anything they want and are not differentiated.  They are benefical for cancer research but some are opposed to it because they believe it could cause tumors.,1
user53,L18,F2b,4,Stem cell research is a non-differentiated type of cell that can help cancer research. Some are opposed to the idea of stem cells. ,2
user54,L18,F2b,4,Stem cell research is a non-differentiated type of cell that can help cancer research.  Some are opposed to this type of research.,3
user55,L19,F2b,4,Stem cells can be used to generate duplicates of generic cells. Dr. King says that it can help replicate DNA. One guy that is not a doctor and has no speciailization in stem cells say that it's not good. ,1
user56,L19,F2b,4,Stem cells can be used to duplicate genetic material. Dr. King says that they can help reproduce DNA. One guy that is not a doctor and has no specialization in stem cells says that it is not good.,2
user57,L19,F2b,4,Stem cells are cells that can be used to reproduce different cell types. Dr. King says that they can be helpful in different ways. Another guy that is not a doctor (and doesn't specialize in stem cells) says they're not good.,3
user58,M20,F2b,4,"A stem cell is a generic cell that can grow in the form of specialized tissue, such as in the heart. Dr. King, a genetecist supports stem cell research and use in human medical transplants. Dr. Harris, a non-expert, claims that the use of stem cells is dangerous and may cause tumors to grow if not handled and placed correctly. ",1
user59,M20,F2b,4,"a stem ceell is a generic cell used in places like the heart. Dr. King, a doctor, uses them in medical transplants and likes them. Dr. Harris, a non-expert, does not like them being used and thinks they can cause tumors if not used correctly. ",2
user60,M20,F2b,4,dr king is a doctor who supports the use of stem cels bc he uses them in transplants. dr harris is not a doctor but opposes them bc they can lead to tumor growths if used incorrectly,3
user49,M17,F3b,5,"Mumps is a contagious disease that can be prevented with the MMR vaccine, which protects against measles, mumps, and rubella.  Two doses are given: one at one-year old and one at four-years old.  Dr. White, a virologist, advocates for the vaccine, since it prevents the spreading of contagious diseases.  A non-expert in the field believes that the risks of an allergic reaction to the injection far outweigh the benefits.",1
user50,M17,F3b,5,"Mumps is a vaccine that protects people from getting MMR. An expert believes that it is good because it helps people from getting contagious deseases. However, a non-expert thinks that the costs of the vaccine outweigh the benefits. ",2
user51,M17,F3b,5,Mumps is a vaccine that protects against the contraction of MMR. An expert believes that the vaccine is good since it protects against contagious diseases. A nonexpert believes that the vaccine is not worth the costs.,3
user52,L18,F3b,5,"There is some debate about the MMR vaccine for measles, mumps, and Rubella.  A vaccine expert states that it is beneficial while another scientist who is not an expert says that the allergic reactions are to severe to jusitify its use in children.",1
user53,L18,F3b,5,"There is some debate about the effectiveness of MMR treatment for measles, meningitus and rumpus. One expert says it is beneficial, while another scientist (who is not an expert) says it can harm children. ",2
user54,L18,F3b,5,"There is some debate about the effectiveness of MMR treatment for measles, meningitus, and rumpus.  One expert supports it while another (who is not an expert) claims it can harm children.",3
user55,L19,F3b,5,"Mumps is a very dangerous disease that can occur. In order to prevent it, there is the MMR vaccine. The MMR protects mups, mesels, and rubella. One doctor says that it is okay to get the vaccine in order to protect yourself against it. Dr. Blair says that the allergica reactions from it outweighs the positivies. ",1
user56,L19,F3b,5,"Mumps is a very dangerous disease that occurs. One way to protect against it is the MMR vaccine. The MMR protects mups, mesels, and rubella. One guy says it's good. Dr. Blair says that the allergica reactions that occur can be bad.",2
user57,L19,F3b,5,"Mumps is a very dangerous disease that can occur. The MMR vaccine can protect against mumps, measles, and rubella. One guy says that the vaccine is good. Dr. Blair said that allergic reactions to the vaccine can be serious.",3
user58,M20,F3b,5,"MMR is a vaccination for measels, mumps, and rubella. Children receive this vaccine in two doses, at age 1 and age 4. Dr. White, virologist is in support of the vaccine and its successful outcomes. Dr. Blair, an ecologist is against the vaccine and states that the risks far outweigh the benefits, such as severe allergic reaction.",1
user59,M20,F3b,5,"MMR is a vaccine for measles, mumps and rubella received in two doses- age 1 and age 4. Dr. White, a virologist, believes the vaccine is good and Dr. Blair, an ecologist, believes the vaccine is bad and the bad things outweigh the good possibilities of it",2
user60,M20,F3b,5,virologist supports the use of measels vaccine bc there are good uses for it. dr blair an ecologists opposes it bc the cons outweigh the pros,3
user61,L21,U1c,3,"There's research on an element called thorium, which can replace uranium. It has something to do with neutrons. Dr. Johnson is against thorium. A biology teacher (Dr. Williams?) also disagrees with using thorium.",1
user63,L21,U1c,3,There is new research about Thorium being used to replace Uranium.  It has something to do with the neurons. Dr. __________ is against Thorium.  A biology teacher (Dr. Williamson) agrees.,3
user62,L21,U1c,3,There is research about a new element Thorium that can replace Uranium. It has something to do about the neurons. Dr. _______ is against Thorium. A biology teacher (Dr. Willamson) agrees with him.,2
user64,M22,U1c,3,"New research is being conducted on thorium, an element that may be able to replace uranium in the chemical world. In order to use thorium in this way, thorium reactors will need to be used, which has been met with opposition from two professionals in the field. One doctor states that with the number of neutrons, it will not be possible. The other maintains that thorium is more dangerous than uranium, and therefore should not be used.",1
user65,M22,U1c,3,research is being conducted about thorim replacing uranium. two doctors oppose it because one doesn't think it will be possible the other things it will be dangerous.,2
user66,M22,U1c,3,"research is being conducted about thorim replacing uranium. two doctors oppose it, one because he thinks it wont be possible and the other thinks it'll be dangerous",3
user67,M23,U1c,3,"There is research being done on thorium, a new element that could potentially replace uranium in the nuclear world. Thorium produces more nuclei than uranium, making it a dangerous nuclear substance. Dr. Johnson, a specialist in thorium, opposes the use of thorium, stating that it emits more nuclei than the normal nuclear element. Another non-specialist also opposes the use of thorium because it may be more dangerous than uranium.",1
user69,M23,U1c,3,there is research being done on a new element thorium that could replace uranium in the nuclear world. this is because thoroum emidts more ucli than uranium.,3
user68,M23,U1c,3,there is reseach being done on a new element thorium that could replace uranium in the nuclear world. this is because thorium emidts more ucli than uranium.,2
user70,L24,U1c,3,Thurium is an element considered for substitiuting the traditional Uranium use in the nuclear reactors. A professor studying thurium claims that it should not be used in reactors due to having higher neutron leak than the conventional reactors. A biologiest who is not an expert in this area is also against using thurium.,1
user71,L24,U1c,3,Thurium is an element used as a substitute for Uranium in nuclear reactors. Scientists are against thurium due to the higher neutron leak. Other scientists are also agianst the usage of thurium. ,2
user72,L24,U1c,3,"Thurium is a substitute element being used in nuclear energy.
Urnium is another element in nuclear energy. Some scientists are against thurium beacuse it contains too much nuclear leak. 
Other scientists are also against it ",3
user61,L21,U2c,4,"Bacteria are becoming resistant to antibiotics and this is alarming. Phage therapy is a solution to this problem. Dr. Moore, who is qualified, disagrees with using phage therapy and Dr. Wilson, who is not an expert, also disagrees with it.",1
user63,L21,U2c,4,"Bacteria are becoming more resistant to antibiotics, and this is a problem.  Phage therapy is a possible solution.  Dr. Robinson, who is qualified, opposes there use.  Dr. Williams, who is not, agrees.",3
user62,L21,U2c,4,"Bacteria are becoming more resistant to antibiotics and this is a problem. Phage therapy is a solution. Dr Moore, who is qualified, opposes there use. Dr Wilson, who is not qualified, also opposes them.",2
user64,M22,U2c,4,"Phage theory is a controversial medicinal technique. Two doctors have spoken up about their opposition to this. One doctor, who is an expert on phage theory, knows the possible bacterial risks involved. The other doctor is untrained when it comes to phage theory, but opposes it due to its inefficiency and expenses.",1
user65,M22,U2c,4,two doctors spoke out against the Phage theory medical technique. one was a specialist and one was not. one argued the potential bacterial risk was too high.,2
user66,M22,U2c,4,two doctors spoke out against Phage theory medical technique. one was a specialist and one was not. one spoke out against it because he thought the bacterial risk was too high.,3
user67,M23,U2c,4,"Ever since the use of antibiotics, the resistance of antibiotics is growing, and people are now starting to look towards phage therapy as an alternative. Phage therapy includes the inejction of bacteria into the body. Doctors are against this type of treatment, saying that it could introduce new bacterial toxins in the body that could be potentially harmful. Doctors also say that this type of treatment is more expensive and harder to administer than antibiotics.",1
user69,M23,U2c,4,"Ever since the intofumction of antibiodics, people have been opposing antibiodics and turning to phage therapy. Phage therapy is injecting bacteria into the body.",3
user68,M23,U2c,4,"Ever since the introfuctiom of antibiodics, people have been opposing antibiodics and turning to phage therapy. Phage therapy is injecting bacteria into the body.",2
user70,L24,U2c,4,"Scientist are looking for alternatives for antibiotics, since abusive usage of them create resistance for bacteria against medications. An alternative is using phages. A doctor who is an expert in this area is agianst using phages, because they may lead up to being dangerous for human beings. Another doctor is also against this new method, since it seems hard to administrate.",1
user71,L24,U2c,4,Scientists are looking for alternatives to curative methods for viruses. An idea has been using phages. Some are against this usage of phages as it could be harmful for the patient. Another scientist is also against phages. ,2
user72,L24,U2c,4,Scientists are looking for alternatives methods of virus. Some scientists are against it because it's harmful. Another is also against for it.,3
user61,L21,U3c,5,"Bioremediation can kill contaminates in certain substances, such as soil, ground water, and surface water. Two people, one qualified and one unqualified, both disagree with the use of bioremediation. One thinks it could change the contaminate into something more toxic.",1
user63,L21,U3c,5,"Bioremediation can kill contaminantes in the soil, ground water, and _______. One person who is qualified, and one person who is not, oppose their use.  They say that this may worsen the contaminantes.",3
user62,L21,U3c,5,"Bioremediation can kill contaminantes in soil, groundwater, and _______. One person who is qualified, and one person who is not qualified, oppose their use. They believe that it could change the contaminante into something worse.",2
user64,M22,U3c,5,"Bioremediation is a process that allows for decontamination of soil and other factors in the ecosystem. It uses living organisms to do this. One doctor, an expert on bioremediation, opposes it because of the harmful risks it poses. Another, a doctor who does not specialize in bioremediation, also opposes it, but because of the lack of control one has in determining where bacteria will go.",1
user65,M22,U3c,5,"bioremediation helps decontaminate soil. there are two doctors views, one an expert and one not, both oppose the practice. they oppose it because of the potential harms and the lack of control. ",2
user66,M22,U3c,5,"bioremediation helps decontaminate soil. there are two doctors opinions, one an expert and one not. both oppose this due to lack of controls",3
user67,M23,U3c,5,"Bioremediation is the process of cleaning contamination and waste. It can clean contaminated soil, ground water, or surfaces of water. Bioremediation works by having microbes clean up the contamination by eating the waste. Dr. Harris, a microbiologist, warns against bioremediation, saying that it may turn substances into a toxic by-product.",1
user69,M23,U3c,5,"bioremediation is the process of cleaning contamination and waste. it can clean soil, water, and waste.",3
user68,M23,U3c,5," bioremediation is the process of cleaning contamination and waste. it can clean soil, water and waste. ",2
user70,L24,U3c,5,"Biomediation is a process of entering microbes into soil, water and some othe sources, which would result in cleaning the dirt in it. The microbes would use the dirts as a food source, so would consume it and grow. An expert in this area is opposing this method, due to his concern that such dirts might become a hazard themselves and the by-products they produce might be dangerous. Another scientist who is not an expert in this area is also against this method.",1
user71,L24,U3c,5,Biomediation is entering microbes into soil and then allowing it to grow. Some want to use this to allow it to grow and produce in soil. Scientists are against this method due to possible hazards of the byproducts. Other non-scientists are also against the method. ,2
user72,L24,U3c,5,"Biomediation are in microbio...
Some want to use it into soil to increase the production and 
Some scientists are against it because it will produce hazard bioproducts. 
Other non-scientists are also against it. ",3
user61,M21,F1d,3,GMOs are genetically modified organisms that are not naturally produces. one crop expert opposes them because ot could harm other organisms. one virologist supports gmos because it could stop the world food shortage. ,1
user63,M21,F1d,3,GMOs are genetically modified organisms. A doctor opposes thom because they could harm other crops. A virololigst supports them because they could help end the world hunger problem,3
user62,M21,F1d,3,GMOs are genetically modified organisms. A crop expert opposes ot because it could harm other crops. A virololigst supports them because they could end the world food shortage problem,2
user64,L22,F1d,3,"Genetically modified organisms (GMOs) are organisms that have been modified in such a way that would not occur in nature, whether by mating or otherwise. The modifications come from genes in other organisms, such as bacteria, viruses, insects and animals. One doctor, who specializes in GMOs, believes that using them is ultimately harmful and results in lower biodiversity. Another, who is not an expert in GMOs, argues that GMOs is the solution for worldwide hunger.",1
user65,L22,F1d,3,"Genetically modified organisms (GMOs) are used to create things that would not happen naturally. It uses bacterias, genetics, etc. One doctor, who is an expert, thinks it is harmful becasue it impacts biodiversity. Another doctor, who is not an expert, thinks it is the cure for world hunger.",2
user66,L22,F1d,3,"Genetically modified organisms (GMOs) are organisms that are not created naturally. It uses bacteria, genetics, etc. An expert believes that it is harmful because it impacts biodiversity, while someone who is not an expert supports it because he thinks it's the cure to world hunger.",3
user67,L23,F1d,3,"Genetically modified organisms, or GMO's, are organisms in which their genetic data is modified or inserted with other genetic material in order to produce an ideal trait. This genetic material can come from plants, animals, or insects. Many researchers worry that GMO's will result in low levels of biodiversity in the ecosystem. Dr. Hall, a researcher on GMO's, states that this GMO's will lay a major role in argiculture.",1
user69,L23,F1d,3,"Genetically modified organisms, or GMO's, are orgaisms in which thier DNA is modified and inserted into other organisms.",3
user68,L23,F1d,3,"Genetically modiefied organamisms, or GMO's, are organaims in which thier DNA is modified and inserted in other organisms .",2
user70,M24,F1d,3,"geneticali modified organizems are the organizms whose genes have been genetically modified by humans. Bacteria, viruses and other microbes are the centre of attention involved in creating the genome. Dr. Lewis insists that such genome modification results in a reduction in biodiversity, so he is against it. while, a proffesor who is not proffesionally educated in GM studies, clawins that these modifications are necessary for providing food source for people.",1
user71,M24,F1d,3,"
GMO are geneticallt modified plants, animals, crops, etc. scientists study these. good; potentially increase food crop yield
bad: is that it decreases biodiversity",2
user72,M24,F1d,3,"GMO     modifies plants, animals, crops, etc. Scientists are studying these.
good: increase the crop delivery
bad: decrease the biocrapy",3
user61,M21,F2d,4,"stem cells are generic cells that can make copies of themselves indefinitly. they can be reproduced in heart tissue, brain tissue, etc. one dr. opposes the use of stem cells. another non expert supports this use because it could cure cancer.",1
user63,M21,F2d,4,"stem cells are generic cells that can copy themselves indefinitvly. some doctor opposes them, but i dont know why and someone who is qualified supports them",3
user62,M21,F2d,4,"stem cells are generic cell that can make copies of themselves infinitivly. one doctor opposes them, but i dont know why and another person who is qualified supports them because they could cure cancer",2
user64,L22,F2d,4,"Stem cells have the ability to reproduce multiple times, and they can be used for various organs in the human body, such as heart tissue. However, the use of stem cells is controversial. Dr. King, a geneticist who is an expert in stem cell research, maintains that it should not be conducted because of the risk of tumors being developed. Dr. Harris, a chemist who is not an expert in the area, argues that stem cell research can be extremely beneficial for scientists to learn more about what causes tumors to grow and cancer to develop.",1
user65,L22,F2d,4,"Stem cells are a controversial topic. They can be used in medical cases such as heart conditions. The cells reproduce many times. Dr. King, an expert, opposes the use of stem cells because of the risk of tumors. Dr. Harris (?), who is not an expert, thinks it is a great idea. Especially in the research of tumors.",2
user66,L22,F2d,4,"Stem cells are useful medically, such as in the treatment of heart conditions. They reproduce many times. Dr. King, an expert, is against their use due to the risk of tumors. Dr. Harris (?), who is not an expert, supports it because it can be used widely in research, especially in cancer.",3
user67,L23,F2d,4,"A stem cell is a cell that has the ability to replicate a cell in the body and mimic their functions. According to Dr. King, a stem cell researcher, he opposes the use of stem cells because they may cause tumors in the brain and other areas of the body. On the other hand, Dr. Harris, a chemist and a non-stem specialist, supports the use of stem cells because of their ability to aid in the growth of medicine.",1
user69,L23,F2d,4,"Stem cells are cells that can recreate and mimic other cells in the body. Dr. King, a stem cell researcher, opposes the use of stem cells because they can cause tumors in the brain and other parts of the body. Dr. Harris, a chemist and non-stem cell researcher, supports the use of stem cells.",3
user68,L23,F2d,4,"A stem cell is a cell that has the ability to recreate and mimic a cell in the body. Dr. King, a stem cell researcher, opposes the use of stem cells because they can cause tumors in the brain and other parts of the body. Dr. Harris, a chemist and non-stem cell researcher, promotes the use of stem cells",2
user70,M24,F2d,4,"stem cells are the cells that can divide infinitely and diffefrentiate into more specialized cells like heart, lung and muscles. Dr. King who studies stem cells is aginst use of them, because he thinks that those cells if not planted and controled well, may lead to tumors and keep growing. Dr. Harris, who is not an expert in this area, supports the use of stem cells, since they might provide useful information about ways to control excessive cell division and cancer.",1
user71,M24,F2d,4,"stem cells are used because they differentiate into different tissuees like heart, lung , etc cells. a pro is that non expert chemists says they can be used for making different cells. a con is that they can possibly be made into tumors when handled inappropriately ",2
user72,M24,F2d,4,"stem cells are used in many ways because they can differciate into many tissues: heart, lungs, etc cells
pro: non scientists say that they can be used into different cells
cons: they are used ",3
user61,M21,F3d,5,"mumps is a disease caused by a virus. the mmr vacine is for measles, mumps, and rubella. it's given in two shots. one at age one and another at age 4. one qualifies dr. opposes this vaccine 😑. an ecologist's opinion is for some reason included, and he supports the use of this vaccine.",1
user63,M21,F3d,5,mumps is a disease caused by a virus. it is treated using a vacine called mmr vacine. a doctor i dont know why hes included -_- opposes it,3
user62,M21,F3d,5,"mumps is a virus caused by a viral infection. a vacine called mmr vacine protects againts it. its administered in two doses. one shot and another 4 years later. 😑dr someone opposes it, and an erologist (i dont know why hes included) opposes it as well",2
user64,L22,F3d,5,"Mumps, a dangerous illness, can be prevented with the MMR vaccine, which also protects children against measles and rubella. Typically, the vaccine is administered in two doses, at the age of 1 and 4 years old. A virologist who specializes in this area has stated that the vaccine's risks outweigh the benefits; for example, there is a possibility of allergic reaction to this vaccine. Another doctor, who does not have expertise in this field, argues that the vaccine can and should be used in an effort to protect against such a dangerous disease.",1
user65,L22,F3d,5,"Mumps, a dangerous illness, can be prevented with the MMR vaccine. It is administered twice, once at 1 year and next at 4 years of age. One Doctor, an expert in the field, feels that the risks outweigh the benefits. Due to the high risk of things like allergic reactions. Another doctor, who is not an expert, thinks it should be done to protect everyone from the diesease.",2
user66,L22,F3d,5,"Mumps, a dangerous illness, can be prevented by the MMR vaccine, which is given at 1 year and 4 years of age. One doctor, an expert in the field, believes the risks, such as allergic reactions, outweigh the benefits. Another doctor, who is not an expert, believes it is beneficial to prevent people from getting the disease.",3
user67,L23,F3d,5,"Mumps is a contageous disease spread by a virus. The vaccination for mumps is MMR, and it consists of three shots for measles, mumps, and rubella. A child is given the shot twice when they are one and four years old. Dr. White, a virologist,  is against MMR shots, because he states that they can produce allergic reactions that may be more dangerous than mumps itself. Another researcher, an ecologist and nonspecialist, states that the vaccine is safe and prevents against dangerous disease in young children.",1
user69,L23,F3d,5,"Mumps is a disease that is vaccinated for with the MMR vaccine. MMR contains mumps, measles, and rubella. Children are vaccinated at one and four years old. Dr. White thinks that MMR can cause more harm than good. Another Dr thinks that MMR prevents harmful diseases.",3
user68,L23,F3d,5,"Mumps is a contagious virus that is vaccinated for with the shot MMR. The vaccine contains mumps, measles and rubella. The vaccine is given to children when they are one and four years old. Dr. White, a viologist, is against the MMR vaccine because he thinks it can cause more harm than mumps itself. Another Dr. says the vaccine is fine and protects children from more harmful diseases.",2
user70,M24,F3d,5,"there is a vaccine for Mumps, called MMR. this vaccine would provide vaccination against other diseases as well. Dr. white who is educated in this area is against the use of this vaccine,because its dangers are more than its benefits. Another doctor who is an oncologist claims that this vaccine should be used. the vaccine should be provided in two doses to children at the age of one and four.",1
user72,M24,F3d,5,"MMR is a vacine for mamine and rub.. for children aged of 1-4.
viruists are against it because its  damages>benefits
ecologists are for it because it's useful.",3
user71,M24,F3d,5,"MMR is a vaccine against measles mumps and rubella given at ages 1 and 4. 
virulists are against it because risks>benefits
ecologists are for it because it is helpful.",2
user73,L25,U1e,3, Thorium has been proposed as an alternative to uranium.  Experts feel it is much safer than uranium.  Some people with less familiarity with the subject think otherwise.,1
user74,L25,U1e,3,Thorium has been proposed as an alternative to uranium.  Some experts say it is much safer than uraniam.  Some people who aren't very familiar with this yet might think otherwise.  ,2
user75,L25,U1e,3,Thorium has been proposed as an alternative to uranium. Experts say it is much better than uranium. Some people who might not know much about it yet might think otherwise. ,3
user76,M26,U1e,3,"thorium, a new element on the periodic table, threatens to overtake uranium for its many uses. uranium loses more harmful neutrons to the atmosphere than does thorium. this is cited as thorium greatest advantage. dr williamson disagrees however. dr williamson is not an expert in this field.",1
